task,target,feature_set,model,initial_train_size,final_train_size,initial_train_r2,final_train_r2,initial_cv_r2,final_cv_r2,cv_r2_gain,recent_cv_r2_gain,final_train_cv_gap,max_abs_train_cv_gap,initial_train_sd,final_train_sd,train_sd_change,initial_cv_sd,final_cv_sd,cv_sd_change,validation_trend,final_gap_level,more_data_likely_helpful,source_file,initial_train_macro_f1,final_train_macro_f1,initial_cv_macro_f1,final_cv_macro_f1,cv_macro_f1_gain,recent_cv_macro_f1_gain
regression,AC,fs1,RF,41,206,0.5211143804350504,0.4958519992043203,-0.463437667346924,0.0685262893148908,0.5319639566618148,-0.1217541570697055,0.4273257098894295,0.9845520477819744,0.1376359563787871,0.1338793529151319,-0.0037566034636551,1.229973598565702,0.3671195660629254,-0.8628540325027767,improving,large,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs1\learning_curve_model_summary.csv,,,,,,
regression,AC,fs2,SVR,41,206,0.3287195590752472,0.4300806993161368,0.0435231990155574,0.2789994379707864,0.235476238955229,0.0418675936303442,0.1510812613453503,0.2851963600596898,0.1322272172947938,0.1376852277254556,0.0054580104306617,0.0748062906588654,0.2416810501780325,0.1668747595191671,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,,,,,,
regression,AC,fs2,ANN,41,206,0.4478724073599586,0.4582157676378282,-0.4053828758133582,0.2608646311782065,0.6662475069915648,-0.0281485107529398,0.1973511364596216,0.8532552831733168,0.2340610152921575,0.1206513193197214,-0.1134096959724361,0.5959502394012104,0.2965720690039895,-0.2993781703972208,improving,large,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,,,,,,
regression,AC,fs2,EN,41,206,0.4861094567379609,0.4361088847467638,-0.0510315885029989,0.2604424416283598,0.3114740301313586,-0.0715868346111197,0.175666443118404,0.5371410452409598,0.313898044178535,0.1400565370184499,-0.1738415071600851,0.478667563151441,0.3798281870719628,-0.0988393760794781,improving,large,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,,,,,,
regression,AC,fs2,LASSO,41,206,0.4855595931853397,0.435936367622381,-0.0516848691141609,0.2602931490451012,0.311978018159262,-0.0707637262823416,0.1756432185772798,0.5372444622995006,0.313566170248553,0.1400791204484896,-0.1734870498000633,0.4757060835184252,0.3769380821358545,-0.0987680013825706,improving,large,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,,,,,,
regression,AC,fs2,RIDGE,41,206,0.4606536553122792,0.4364365727006831,-0.0718602036787574,0.2564822863563787,0.3283424900351361,-0.0703114801382198,0.1799542863443043,0.5325138589910365,0.2936833051284043,0.1397011167113736,-0.1539821884170306,0.4401223561221563,0.3804815255109546,-0.0596408306112016,improving,large,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,,,,,,
regression,AC,fs2,MLR,41,206,0.4903706331226655,0.437507239390335,-0.0375513161865256,0.2480407827372854,0.285592098923811,-0.0830825401241955,0.1894664566530496,0.5279219493091911,0.3162640495309449,0.1399850645313007,-0.1762789849996442,0.4964467011008059,0.412658614114305,-0.0837880869865009,improving,large,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,,,,,,
regression,AC,fs2,GBR,41,206,0.6337570840588567,0.4762810740753148,-0.4008294148334408,0.2324548838403223,0.6332842986737631,0.0323742532389863,0.2438261902349924,1.0345864988922977,0.1412810137437298,0.1109291423205742,-0.0303518714231556,0.8583049909315205,0.2455193655259858,-0.6127856254055346,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,,,,,,
regression,AC,fs2,ET,41,206,0.4429538326352396,0.459394971015894,-0.2009722994967371,0.1826928515094625,0.3836651510061996,0.0643482394888636,0.2767021195064315,0.6439261321319767,0.1013271606223106,0.0875319049549462,-0.0137952556673644,0.385190586184327,0.1587288186622819,-0.2264617675220451,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,,,,,,
regression,AC,fs2,XGB,41,206,0.6120217242058973,0.5630365153030319,-0.3548671492036144,0.163619361677096,0.5184865108807104,0.0187503238561899,0.3994171536259359,0.9668888734095116,0.0421493200635316,0.0806850551481992,0.0385357350846675,0.6248092021386245,0.2203277650205892,-0.4044814371180352,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,,,,,,
regression,AC,fs2,RF,41,206,0.6047837287792259,0.5488387739196499,-0.3849810565939688,0.1331188173331166,0.5180998739270855,-0.0365732974955059,0.4157199565865332,0.9897647853731948,0.0777852784336799,0.0914483447418527,0.0136630663081728,0.764775391777641,0.2003112294930953,-0.5644641622845457,improving,large,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,,,,,,
regression,AC,fs2,DT,41,206,0.6714226192903904,0.5106166543830147,-0.6306920819664978,0.0316868318262984,0.6623789137927962,-0.0339165021259111,0.4789298225567163,1.302114701256888,0.105646461691018,0.0786297959531756,-0.0270166657378424,1.2287478658743334,0.1659460597401231,-1.0628018061342104,improving,large,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,,,,,,
regression,AC,fs2,KNN,28,171,0.6644388316801301,0.6416155835193619,-0.2772584038506916,-0.0320977712024318,0.2451606326482598,0.0302417109350374,0.6737133547217937,0.9416972355308216,0.2777485278107065,0.0974003553665301,-0.1803481724441764,0.0840334619574118,0.1449492860856688,0.0609158241282569,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,,,,,,
regression,AC,fs3,SVR,41,206,0.3480534255755694,0.4570080440360003,0.0465928317476101,0.2835503075477345,0.2369574758001244,0.0661052116309169,0.1734577364882658,0.3014605938279593,0.1027686034764367,0.1257505721925313,0.0229819687160946,0.1203851352137949,0.2553727040984295,0.1349875688846346,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs3\learning_curve_model_summary.csv,,,,,,
regression,AC,fs3,ANN,41,206,0.5151877634318679,0.4447855800955447,0.0031934993184861,0.1946803355325697,0.1914868362140836,0.1227988638557163,0.250105244562975,0.5119942641133818,0.2424778056330881,0.2145454688075941,-0.027932336825494,0.3520113015894275,0.3491106825975635,-0.002900618991864,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs3\learning_curve_model_summary.csv,,,,,,
regression,AC,fs3,RIDGE,41,206,0.2583376569425585,0.3860172769130601,-0.0750165967650453,0.1851077240232643,0.2601243207883096,0.0501994872199847,0.2009095528897957,0.3333542537076038,0.1426900896211818,0.1299247801313336,-0.0127653094898481,0.150144231325732,0.2305845015796651,0.080440270253933,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs3\learning_curve_model_summary.csv,,,,,,
regression,AC,fs3,ET,41,206,0.7324851681864599,0.6000513631068778,-0.1156346439872185,0.1801578589340296,0.2957925029212481,0.0610632950641275,0.4198935041728482,0.8481198121736784,0.0548510658674022,0.0851586455509075,0.0303075796835053,0.2131437748111336,0.2143302598427535,0.0011864850316198,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs3\learning_curve_model_summary.csv,,,,,,
regression,AC,fs3,GBR,41,206,0.6334769564796632,0.4477989087304266,-0.1705548298477311,0.1646450998306973,0.3351999296784284,0.0424072033631535,0.2831538088997293,0.8040317863273942,0.1460488350165431,0.0994645272502232,-0.0465843077663198,0.2666459734729821,0.2333029128203075,-0.0333430606526745,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs3\learning_curve_model_summary.csv,,,,,,
regression,AC,fs3,EN,41,206,0.5252845765550029,0.4340478777051292,0.0699167606134098,0.1570004630119709,0.0870837023985611,-0.043232932138931,0.2770474146931583,0.4553678159415931,0.261796718106293,0.149666504463946,-0.112130213642347,0.4014148452841715,0.4029987764705375,0.001583931186366,improving,large,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs3\learning_curve_model_summary.csv,,,,,,
regression,AC,fs3,XGB,41,206,0.6396282162574446,0.631982959382361,-0.2089347944550919,0.1469161295494724,0.3558509240045643,0.0793851530535875,0.4850668298328886,0.8485630107125365,0.0717731162410786,0.0526914213738006,-0.019081694867278,0.2936263250791939,0.156308958420673,-0.1373173666585209,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs3\learning_curve_model_summary.csv,,,,,,
regression,AC,fs3,LASSO,41,206,0.5543555934033215,0.4454272624535506,0.0912609151361128,0.1190521978825371,0.0277912827464242,-0.0641750922808388,0.3263750645710135,0.4630946782672087,0.2709841333974213,0.1552049105611346,-0.1157792228362866,0.4303415738497433,0.5235955074480149,0.0932539335982715,improving,large,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs3\learning_curve_model_summary.csv,,,,,,
regression,AC,fs3,RF,41,206,0.7372881573773492,0.7752736463531419,-0.2337803517625002,0.1129211978559616,0.3467015496184618,0.0354115321750811,0.6623524484971803,0.9710685091398494,0.022394424007402,0.0365970421729313,0.0142026181655292,0.3569279539463737,0.2312314156410466,-0.1256965383053271,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs3\learning_curve_model_summary.csv,,,,,,
regression,AC,fs3,MLR,41,206,0.56763956006841,0.4498192164864051,0.1043273090257959,0.0783071029916199,-0.026020206034176,-0.0369380943154103,0.3715121134947852,0.4633122510426141,0.2760223670011087,0.1550714010171176,-0.1209509659839911,0.4361794062317886,0.6420614848388193,0.2058820786070307,declining,large,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs3\learning_curve_model_summary.csv,,,,,,
regression,AC,fs3,DT,41,206,0.410814890108891,0.4384974008140846,-0.0941396616220097,0.050666143630156,0.1448058052521657,0.2611436590691923,0.3878312571839286,0.6829249938057682,0.1354493463524455,0.1368805025657346,0.0014311562132891,0.2132488568445687,0.4057845106882168,0.1925356538436481,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs3\learning_curve_model_summary.csv,,,,,,
regression,AC,fs3,KNN,28,171,0.468013678529832,0.6710851336966629,-0.647325678106078,-0.132497648699338,0.51482802940674,-0.0141186633222263,0.8035827823960009,1.11533935663591,0.2612201808356765,0.0471964522494196,-0.2140237285862569,0.4634835383729242,0.1833951601415185,-0.2800883782314057,improving,large,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs3\learning_curve_model_summary.csv,,,,,,
regression,AC,fs4,SVR,41,206,0.3678185046457533,0.2159773663206688,-0.1020021581912217,0.0959826395092362,0.1979847977004579,0.0343431823487052,0.1199947268114326,0.469820662836975,0.0767290474853851,0.0779419444909011,0.0012128970055159,0.2007940691560008,0.1664084036739288,-0.0343856654820719,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs4\learning_curve_model_summary.csv,,,,,,
regression,AC,fs4,GBR,41,206,0.5448080748500134,0.2090798617566382,-0.3072417292379968,0.0346228952534952,0.341864624491492,0.057249641536677,0.174456966503143,0.8520498040880102,0.0935135043467979,0.0643110687736459,-0.0292024355731519,0.4600181701671285,0.1696016827266942,-0.2904164874404342,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs4\learning_curve_model_summary.csv,,,,,,
regression,AC,fs4,ANN,41,206,0.5794642256835717,0.1457459604185494,-0.5674814664942424,0.0261117704108007,0.5935932369050431,0.1012911640995599,0.1196341900077486,1.146945692177814,0.1634788213849762,0.1456905012810585,-0.0177883201039176,0.8947262773617426,0.2207902683739691,-0.6739360089877735,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs4\learning_curve_model_summary.csv,,,,,,
regression,AC,fs4,XGB,41,206,0.3667661131753677,0.2610173785916762,-0.2853483314621622,-0.0423238483159457,0.2430244831462165,0.0261509557873451,0.3033412269076219,0.65211444463753,0.0654074132609323,0.0558197675646275,-0.0095876456963048,0.475280616059317,0.1559312294824271,-0.3193493865768899,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs4\learning_curve_model_summary.csv,,,,,,
regression,AC,fs4,ET,41,206,0.4233679969486891,0.2020078155119423,-0.3787728522523864,-0.0430854678631453,0.335687384389241,0.0861597720713456,0.2450932833750876,0.8021408492010755,0.1496814580542362,0.0533706968982793,-0.0963107611559568,0.6586701483306494,0.1896322809615472,-0.4690378673691022,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs4\learning_curve_model_summary.csv,,,,,,
regression,AC,fs4,DT,41,206,0.5064093444226383,-0.01978285227784,-0.9233048919350072,-0.1088184458696192,0.814486446065388,-0.0340049278645289,0.0890355935917791,1.4297142363576456,0.2416313787424691,0.0859656532711056,-0.1556657254713634,1.7880222117362756,0.2524123495861063,-1.5356098621501693,improving,moderate,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs4\learning_curve_model_summary.csv,,,,,,
regression,AC,fs4,RIDGE,41,206,0.2402402518538651,0.1357431303970371,-0.2286823321126256,-0.1282906594246441,0.1003916726879814,0.0609631676583116,0.2640337898216812,0.4689225839664906,0.1677109434524152,0.0761851497621394,-0.0915257936902757,0.3722926931889133,0.2139424168385619,-0.1583502763503513,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs4\learning_curve_model_summary.csv,,,,,,
regression,AC,fs4,EN,41,206,0.4359072645881195,0.1486487844083137,-0.3161592571861803,-0.1313579156113609,0.1848013415748194,0.0293377867609166,0.2800067000196746,0.7520665217742999,0.3114490696345305,0.0830425499463852,-0.2284065196881453,0.5063838252598594,0.1789214444135628,-0.3274623808462965,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs4\learning_curve_model_summary.csv,,,,,,
regression,AC,fs4,RF,41,206,0.3706880171230991,0.3189417649292339,-0.462468860553448,-0.140624853185853,0.321844007367595,-0.0025777119827558,0.4595666181150868,0.8331568776765471,0.2177749325039319,0.0563224396889713,-0.1614524928149606,0.9844859237034186,0.315612278394016,-0.6688736453094026,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs4\learning_curve_model_summary.csv,,,,,,
regression,AC,fs4,LASSO,41,206,0.4412735919280067,0.1516306670003602,-0.3407960795997543,-0.1421162799916656,0.1986797996080886,0.015095685828549,0.2937469469920258,0.782069671527761,0.3155553192432815,0.0838876576017302,-0.2316676616415513,0.5312040424690001,0.1814870783329265,-0.3497169641360736,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs4\learning_curve_model_summary.csv,,,,,,
regression,AC,fs4,MLR,41,206,0.4433816266147048,0.1535418063389584,-0.3680782032875179,-0.1711497978268092,0.1969284054607087,0.0012012289448979,0.3246916041657676,0.8114598299022227,0.3168656082329488,0.0830357965743684,-0.2338298116585804,0.5711870559782339,0.2171455333453024,-0.3540415226329315,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\regression_report\learning_curves\AC\fs4\learning_curve_model_summary.csv,,,,,,
classification,AC,fs1,XGB,53,206,,,,,,,0.0824528133965667,0.3015753933222516,0.1508529469420628,0.0506658205906129,-0.1001871263514499,0.1589358877397308,0.1332970138388376,-0.0256388739008932,improving,moderate,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\learning_curves\AC\fs1\learning_curve_model_summary.csv,0.726294192630192,0.7225315864644261,0.4247187993079404,0.6400787730678593,0.2153599737599189,0.0049065611273302
classification,AC,fs1,SVC,53,206,,,,,,,0.0364795970606832,0.2372694691592359,0.1599761633928893,0.0555510645149099,-0.1044250988779794,0.118781863172935,0.1146677165146362,-0.0041141466582988,improving,small,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\learning_curves\AC\fs1\learning_curve_model_summary.csv,0.6736667563066743,0.6695220326988172,0.4363972871474383,0.6330424356381339,0.1966451484906956,-0.0026673126989029
classification,AC,fs1,ANN,53,206,,,,,,,0.0424781807620684,0.1550572773065717,0.1215729576050548,0.0627797375685579,-0.0587932200364968,0.1258907504325039,0.101044690313564,-0.0248460601189398,improving,small,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\learning_curves\AC\fs1\learning_curve_model_summary.csv,0.5665275848563528,0.6724783875468854,0.4114703075497811,0.6300002067848169,0.2185298992350358,0.0576384580005797
classification,AC,fs1,ET,53,206,,,,,,,0.0906821576216719,0.4076590299363363,0.0544070753567289,0.0274116272222902,-0.0269954481344387,0.1341519934453041,0.0963379545330821,-0.037814038912222,improving,moderate,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\learning_curves\AC\fs1\learning_curve_model_summary.csv,0.8659429282537005,0.7184528522960143,0.4582838983173641,0.6277706946743423,0.1694867963569782,-0.0117538503075552
classification,AC,fs1,GBC,53,206,,,,,,,0.12802780599612,0.4126270099642964,0.037673701208544,0.0433576434192683,0.0056839422107243,0.1553856139478263,0.1206198369703047,-0.0347657769775215,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\learning_curves\AC\fs1\learning_curve_model_summary.csv,0.8859663792332071,0.7530732437760503,0.4733393692689106,0.6250454377799303,0.1517060685110196,0.0183514997186261
classification,AC,fs1,RF,53,206,,,,,,,0.1088797619629746,0.29192820616605,0.1013366704318687,0.0517073595537798,-0.0496293108780888,0.073657315177839,0.1290864601339949,0.0554291449561559,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\learning_curves\AC\fs1\learning_curve_model_summary.csv,0.6777346422335143,0.7306025875863604,0.3858064360674643,0.6217228256233858,0.2359163895559214,0.0189308499513607
classification,AC,fs1,KNN,53,206,,,,,,,0.0743159054290271,0.2571790887711424,0.0879252444861932,0.0654238930918334,-0.0225013513943597,0.1003960324186565,0.1264093045761685,0.026013272157512,improving,moderate,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\learning_curves\AC\fs1\learning_curve_model_summary.csv,0.6338921873758332,0.69531142344005,0.3767130986046908,0.6209955180110229,0.2442824194063321,-0.0127699043774816
classification,AC,fs1,DT,53,206,,,,,,,0.0989955659071387,0.3243802093168333,0.1375591719382337,0.0382275285435247,-0.0993316433947089,0.1210264647039218,0.1262232158987821,0.0051967511948603,improving,moderate,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\learning_curves\AC\fs1\learning_curve_model_summary.csv,0.7480452897642721,0.7107827749594618,0.4236650804474388,0.6117872090523231,0.1881221286048843,0.0025285466726278
classification,AC,fs1,LOGREG,53,206,,,,,,,0.0641526401921389,0.1033605728769038,0.14569576573614,0.0639983404455982,-0.0816974252905417,0.1399853629861052,0.118300239100625,-0.0216851238854802,improving,moderate,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\learning_curves\AC\fs1\learning_curve_model_summary.csv,0.5392213581263918,0.6329599032759964,0.435860785249488,0.5688072630838574,0.1329464778343694,0.0139754331465814
classification,AC,fs2,GBC,53,206,,,,,,,0.2236183536864143,0.5303168708738586,0.0354128248368602,0.0254910045766808,-0.0099218202601794,0.1348914805628827,0.1448418928443084,0.0099504122814257,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,0.947459385120854,0.8041868775294152,0.4171425142469955,0.5805685238430008,0.1634260095960053,0.0416660259536674
classification,AC,fs2,LOGREG,53,206,,,,,,,0.0682919661744335,0.2749444814928041,0.1203128954894347,0.0598863439921586,-0.0604265514972761,0.1505476648595099,0.1009358218192234,-0.0496118430402865,improving,moderate,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,0.6904552653324583,0.6379581091923441,0.4155107838396542,0.5696661430179105,0.1541553591782563,0.0397372075176566
classification,AC,fs2,ANN,53,206,,,,,,,0.100914687202063,0.100914687202063,0.085435984251554,0.0293691639029242,-0.0560668203486298,0.2163686653836712,0.1254782750887121,-0.0908903902949591,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,0.5733212695154157,0.6681779029914177,0.5175182129709166,0.5672632157893546,0.0497450028184379,0.0352491705630422
classification,AC,fs2,SVC,53,206,,,,,,,0.1009419071267536,0.3464436344339684,0.0562203124624185,0.0515855665383575,-0.004634745924061,0.1463264118873791,0.1433845439138518,-0.0029418679735273,improving,large,False,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,0.7709627584090902,0.652366344424982,0.4245191239751218,0.5514244372982283,0.1269053133231065,-0.0133284968409883
classification,AC,fs2,ET,53,206,,,,,,,0.1825304235185327,0.4077314305735035,0.1064704301455644,0.0148660882371374,-0.091604341908427,0.17617613665939,0.1189917576393224,-0.0571843790200675,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,0.8217785999636419,0.7318810484776861,0.4140471693901384,0.5493506249591533,0.1353034555690149,0.010005655781167
classification,AC,fs2,DT,53,206,,,,,,,0.3088097078719285,0.3673650484135443,0.1143756607871451,0.0242001057166326,-0.0901755550705125,0.1342866237932449,0.1250472863902081,-0.0092393374030368,improving,large,True,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\learning_curves\AC\fs2\learning_curve_model_summary.csv,0.8016802268686327,0.8367164262951643,0.4343151784550884,0.5279067184232358,0.0935915399681474,0.0093849583852155
